nombre comercial,direccion,código postal,zona,teléfono,fax,email,web,contacto,sector,actividad1,actividad2,lat,lon
"ENI IBERIA","AV EUROPA (DE) 24 PARQUE EMPRESARIAL LA MORALEJA",28108,"PARQUE EMP. MORALEJA",+34917277892,NO DISPONIBLE,"alice.cappelletti@eni.com","http://www.eniiberia.es","AMPARO SANZ","","MAYORISTAS","VENTA AL POR MAYOR DE LUBRICANTES",40.51310328,-3.65770365
"ENTERPRISE, S.A.","AV VALDELAPARRA (DE) 15",28100,"POLIGONO INDUSTRIAL",916610375 / 916613689,NO DISPONIBLE,"enterpriserentacar-e5cf@ehi.com","http://www.enterprise.es","NO DISPONIBLE","","SERVICIOS DE TRANSPORTES, ALQUILER DE VEHICULOS Y GRUAS,  MENSAJERIA. MUDANZAS","RENTING",40.53841832,-3.64572168
"ENVIRA SOSTENIBLE, S.A","CL GRANJA (DE LA) 1 - EDIFICIO A 1ºB",28108,"POLIGONO INDUSTRIAL",+34916572250,+34916572255,"madrid@envira.es","http://www.envira.es","ROSA SALAMANQUES","","MEDIOAMBIENTE. RECUPERACION Y RECICLADO","CONSULTORIA SERVICIOS DE MEDIO AMBIENTE",40.52614137,-3.66002015
"ENYSE","CL SEPULVEDA (DE) 6",28108,"POLIGONO INDUSTRIAL",914901383 / 914901383/916232200,+34916619296,"enyse@sice.com","http://www.enyse.es","ANGEL GUERRA","","OBRAS PUBLICAS. SEÑALIZACION DE CARRETERAS Y FERROVIARIAS","INSTALACIONES Y MONTAJES ELECTRICOS FERROVIARIOS",40.52674742,-3.65561731
"EPES ARTES GRAFICAS","AV VALDELAPARRA (DE) 27 - EDIFICIO-3 NAVE 18",28108,"POLIGONO INDUSTRIAL",+34916611159,+34916613881,"epes@epesag.com","http://www.graficasepes.com","JUAN ENRIQUE ENCABO","","ARTES GRAFICAS, IMPRENTA, ENCUADERNACION, FOTOCOPIAS","IMPRESIÓN TEXTOS E IMÁGENES POR CUALQUIER PROCEDIMIENTO O SISTEMA",40.53889230,-3.64696818
"ERESA AUTOCLIMA","CL VALGRANDE (DE) 29 -C",28108,"POLIGONO INDUSTRIAL",+34916613551,NO DISPONIBLE,"alcobendas@gsautobat.com","http://www.gsautobat.com","CESAR GUTIERREZ","","REPUESTOS Y ACCESORIOS  DE VEHICULOS","RECAMBIOS AUTOMOVILES",40.53906763,-3.65457992
"ERV SEGUROS DE VIAJE","AV VEGA (DE LA) 24",28100,"ARROYO DE LA VEGA",902103328 / 913441737,NO DISPONIBLE,"rr.hh@erv.es","http://www.erv.es","ANA DUEÑAS","","SEGUROS GENERALES, MUTUAS DE ACCIDENTES","SEGUROS GENERALES, MUTUA DE ACCIDENTES, SEGUROS DE VIAJE",40.52012126,-3.64420436
"ESI GROUP HISPANIA","CL FRANCISCA DELGADO (DE) 11 - PLANTA 3º",28108,"ARROYO DE LA VEGA",914840256/637557401,+34914840255,"mar@esi-group.com","http://www.esi-group.com","EMILIO MENCIA DE MIGUEL","","ESTUDIOS DE DELINEACION, ARQUITECTURA, LICENCIAS DE APERTURA, URBANISMO Y DISEÑO. INGENIERIAS, PROYECTOS","INGENIERIA ASISTIDA POR ORDENADOR",40.53322371,-3.63048990
"ESPACK","CL ARAGONESES (DE LOS) 2 ACCESO 7",28108,"POLIGONO INDUSTRIAL",+34912686907,NO DISPONIBLE,"fatima.fuentes@espack.es","http://www.espack.es","FATIMA FUENTES","","MANIPULACION Y DISTRIBUCION DE MADERA, PLASTICO, VIDRIO, PAPEL Y CARTON","COMERCIO AL POR MAYOR, PACKAGING INDUSTRIAL",40.52357421,-3.66093000
"ESPINOSA S.A. DE SUMINISTROS","AV DOCTOR SEVERO OCHOA (DEL) 33 - NAVE 3-C",28100,"PARQUE EMP. CASABLANCA",+34914841180,+34914841181,"espinosasum@espinosasum.es","http://www.espinosasum.es","ALBERTO ESPINOSA","","FABRICACION, DISTRIBUCION Y ALQUILER DE SUMINISTROS A EMPRESAS","COMERCIO AL POR MAYOR DE MAQUINARIA Y FERRETERIA",40.54143544,-3.65249238
"ESSITY","AV EUROPA (DE) 22 - 1º",28108,"PARQUE EMP. MORALEJA",+34916578400,+34916578400,"nicoleta.calcan@essity.com","NO DISPONIBLE","NICOLETA","","MAYORISTAS","COMERCIO AL POR MAYOR DE DERIVADOS DEL PAPEL",40.51418540,-3.65822986
"EUPRAXIA","CR FUENCARRAL (DE) 44 - CAMPUS TRIBECA ED. 3 PLANTA 2ª  L27",28108,"POLIGONO INDUSTRIAL",+34915753921,NO DISPONIBLE,"info@eupraxia.es","http://www.eupraxia.es","JOSE MARIA GARCIA OROIS","","INFORMATICA","CONSULTORIA EN DESARROLLO INFORMATICO",40.51888227,-3.65470622
"EURO TRASTEROS","CL ARAGONESES (DE LOS) 7",28108,"POLIGONO INDUSTRIAL",+34915064690,+34916618527,"finanzas@eurotrasteros.com","http://www.eurotrasteros.com","JUAN CARLOS HERRERO SAINZ","","LOGISTICA Y ALMACENAJE","ALQUILER DE TRASTEROS",40.52367889,-3.66045313
"EUROACCESSORIOS ARRESE","AV DOCTOR SEVERO OCHOA (DEL) 43 - NAVE H",28100,"PARQUE EMP. CASABLANCA",914903210/639651155,NO DISPONIBLE,"earrese@earrese.es","http://www.earrese.es","JOSE LUIS GONZALEZ","","REPUESTOS Y ACCESORIOS  DE VEHICULOS","ACCESORIOS DEL AUTOMOVIL",40.54136708,-3.65367784
"EURO-HERRAMIENTAS","CL TORRES QUEVEDO (DE) 2",28108,"POLIGONO INDUSTRIAL",+34913500816,NO DISPONIBLE,"euroherramientas@euroherramientas.com","http://www.euroherramientas.com","CARMEN PORTAS","","FABRICACION, DISTRIBUCION Y ALQUILER DE SUMINISTROS A EMPRESAS","DISTRIBUIDORES DE ACCESORIOS DE APRIETE, ESPECIALISTAS SECTOR DEL AUTOMOVIL",40.53450109,-3.65419311
"EUROMASTER","CR FUENCARRAL (DE) - KM. 14,500",28108,"POLIGONO INDUSTRIAL",913791200/916616587,+34916616587,"pdv069@euromaster.com","http://www.euromaster.com","RUTH ALVARO","","REPUESTOS Y ACCESORIOS  DE VEHICULOS","VENTA DE  NEUMATICOS Y ACCESORIOS DEL AUTOMOVIL. MECANICA RAPIDA",40.51888227,-3.65470622
"EURONET","CL CANTABRIA (DE) 2 PLANTA 2, EDF. AMURA",28100,"POLIGONO INDUSTRIAL",+34917613760,NO DISPONIBLE,"seguridad.amura@gmail.com","http://www.riafinancial.com","JUAN BASURTO","","SERVICIOS A LA PROPIA EMPRESA. COWORKING","ACTIVIDADES DE APOYO A LAS EMPRESAS",
"EUROPCAR","AV VALDELAPARRA (DE) 25 - NAVE INDUSTRIAL",28108,"POLIGONO INDUSTRIAL",913434503 /911505000,+34916238262,"es_customerservice@europcar.com","http://www.europcar.es","NO DISPONIBLE","","SERVICIOS DE TRANSPORTES, ALQUILER DE VEHICULOS Y GRUAS,  MENSAJERIA. MUDANZAS","ALQUILER DE COCHES",40.53870601,-3.64681192
"EUROPREVEN","AV INDUSTRIA (DE LA) 53 - 2ª PLANTA",28108,"POLIGONO INDUSTRIAL",+34911930100,NO DISPONIBLE,"rojas@europreven.es","http://www.europreven.es","LUIS ROJAS","","SERVICIOS DE SEGURIDAD, PREVENCION Y EMERGENCIAS. RIESGOS LABORALES","PREVENCION DE RIESGOS LABORALES",40.53361781,-3.65620683
"EVEAGENCY","CL CALENDULA (DE LA) 93 - EDIFICIO J, 2º PLANTA",28109,"MINI-PARC",+34630571213,NO DISPONIBLE,"fernando.iglesias@eveagency.com","NO DISPONIBLE","FERNANDO IGLESIAS GARCIA","","INMOBILIARIAS Y CONSTRUCTORAS","LA PROMOCION, CONSTRUCCION, COMPRA, VENTA, ARRENDAMIENTO, EXPLOTACION POR CUALQUIER TITULO O MODALIDAD DE BIENES INMUEBLES",40.52774217,-3.64515090
"EXCAVACIONES Y DERRIBOS LOPEZ, S.L.","CL VALGRANDE (DE) 25 - NAVE G",28108,"POLIGONO INDUSTRIAL",656374102 / 916522154,+34916549367,"excavacionesyderriboslopez@hotmail.es","http://www.excavacionesyderriboslopez.es","Mª JOSE LOPEZ GUZMAN","","CONSTRUCCION. CONSERVACION DE EDIFICIOS. REFORMAS (ALBAÑILERIA,  PINTURA, PULIDOS, SOLADOS, ALICATADOS)","MOVIMIENTOS DE TIERRA, OBRA CIVIL",40.53864394,-3.65340615
"EXCON CONTROLLING ESPAÑA","CL VALPORTILLO I (DE) 5 - OFICINA 2A1",28108,"POLIGONO INDUSTRIAL",+34902105802,NO DISPONIBLE,"raul.cervera@excon.com","http://www.excon.com","RAUL CERVERA","","SERVICIOS FINANCIEROS, CAJAS DE AHORRO Y BANCA","GESTION DE RIESGOS",40.53033366,-3.65403627
"F. ABRIL E HIJOS, S.L.","CL GRANJA (DE LA) 86 - NAVE 10",28108,"POLIGONO INDUSTRIAL",+34916623598,+34916623598,"patatasabril@telefonica.net","http://www.patatasabril.com","JAVIER Y MIGUEL ANGEL ABRIL","","PRODUCCION Y DISTRIBUCION DE ALIMENTOS Y BEBIDAS","ALMACEN DE PATATAS, CEBOLLAS Y AJOS",40.53538748,-3.65671522
"FAMMOTOR OFF ROAD ACTION","AV INDUSTRIA (DE LA) 40",28108,"POLIGONO INDUSTRIAL",+34916068356,NO DISPONIBLE,"fammotorinstagram@gmail.com","NO DISPONIBLE","FERNANDO ACEITON MENDEZ","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","TALLER MECANICO 4 X 4",40.53392169,-3.65414584
"FARMALIDER","CL GRANJA (DE LA) 1 3º",28108,"POLIGONO INDUSTRIAL",+34916612335,+34916610442,"farmalider@farmalider.com","http://www.farmalider.es","ISABEL GONZALEZ DELGADO","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","INVESTIGACION, DESARROLLO Y FABRICACION DE ESPECIALIDADES FARMACEUTICAS.",40.52614137,-3.66002015
"FARO DE LUARCA","AV INDUSTRIA (DE LA) 13 - LOCAL A",28108,"POLIGONO INDUSTRIAL",+34916614319,NO DISPONIBLE,"rosabarrero@gmail.com","http://www.farodeluarca.es","Mª SOLEDAD BARRERO ANTON","","BARES, CAFETERIAS, RESTAURANTES, HELADERIAS Y COMIDAS PREPARADAS","RESTAURANTE",40.53516074,-3.64723116
"FERRETERIA DE FRUTOS","AV DOCTOR SEVERO OCHOA (DEL) 40",28100,"PARQUE EMP. CASABLANCA",916582507/916580823,+34916581413,"info@ferreteriadefrutos.com","http://www.ferreteriafrutos.com","DOLORES DE FRUTOS","","FERRETERIAS. MENAJE","FERRETERIA",40.54091291,-3.65506360
"FERRETERIA INDUSTRIAL ALCOBENDAS","CL GRANJA (DE LA) 34",28108,"POLIGONO INDUSTRIAL",+34916617077,+34916617351,"feralcobendas@yahoo.es","NO DISPONIBLE","MANUEL CRUZ CONTRERAS","","FERRETERIAS. MENAJE","FERRETERIA",40.53169061,-3.65688979
"FERRETERIA SPEED FER, S.L.","AV INDUSTRIA (DE LA) 34",28108,"POLIGONO INDUSTRIAL",+34916626682,+34916626588,"info@speedfer.com","NO DISPONIBLE","GERMAN MATESANZ GARCIA","","FERRETERIAS. MENAJE","FERRETERIA Y SUMINISTROS EN GENERAL",40.53410498,-3.65254259
"FERROVID, S.L.","CL VALGRANDE (DE) 18",28108,"POLIGONO INDUSTRIAL",+34916614997,+34916625213,"olgaferrovid@yahoo.es","NO DISPONIBLE","BENITO RODRIGUEZ GOMEZ","","TRATAMIENTO DEL METAL, CARPINTERIA METALICA, CERRAJERIA, PERSIANAS Y TOLDOS. SOLDADURAS","ALMACENES DE HIERRO",40.53905172,-3.65110634
"FERTE","CL SAN BERNARDO (DE) 1",28108,"ARROYO DE LA VEGA",+34916617520,NO DISPONIBLE,"talleres_ferte@telefonica.net","NO DISPONIBLE","JUAN CARLOS","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","CARROCERIA, CHAPA Y PINTURA",40.53568066,-3.64711395
"FILE 420","CL VEREDA DEL VALLE (DE LA) 4",28109,"CASCO URBANO",+34625096933,NO DISPONIBLE,"lolatapi25@gmail.com","NO DISPONIBLE","MARIA DOLORES MARTINEZ CAMAÑES","","ARTES GRAFICAS, IMPRENTA, ENCUADERNACION, FOTOCOPIAS","EDICCION REVISTA FILE 420",40.51908254,-3.64844213
"FITENI","CL ANABEL SEGURA (DE) 10 PLANTA 4",28100,"ARROYO DE LA VEGA",+34915103030,+34915195307,"av@fiteni.es","http://www.fiteni.es","ALFONSO VAZQUEZ VAZQUEZ","","INMOBILIARIAS Y CONSTRUCTORAS","ALQUILERES DE NAVES Y PISOS",40.53420975,-3.62762211
"FLASH STUDIO","AV INDUSTRIA (DE LA) 52",28108,"POLIGONO INDUSTRIAL",+34916615126,+34916619044,"info@iluminacionfm.com","http://www.platopequeño.es","JORGE MORENO","","PUBLICIDAD, MARKETING, SONIDO, CINE, TV, FERIAS, EVENTOS  Y CONGRESOS","ALQUILER DE PLATO PARA PUBLICIDAD",40.53375566,-3.65658023
"FLIR NETWORKED SYSTEMS","AV BRUSELAS (DE) 15 - 3ªPLANTA",28108,"ARROYO DE LA VEGA",+34914904060,NO DISPONIBLE,"ns.admin@flir.com","http://www.flir.com","JOAQUIN MORENO","","INFORMATICA","ORTROS SERVICIOS RELACIONES CON LAS TECNOLOGIAS DE LA INFORMACION E INFORMATICA (CNAE 6209)",40.53110330,-3.63476980
"FLUKE Y FLUKE NETWORKS","AV INDUSTRIA (DE LA) 32",28108,"POLIGONO INDUSTRIAL",+34918060550,+34918060559,"departamento.comercial@fluke.com","http://www.fluke.es","VERONICA SILVA","","MAYORISTAS","MATERIAL INDUSTRIAL ELECTRICO",40.53425345,-3.65158382
"FORD ESPAÑA","CL CALENDULA (DE LA) 13 MINIPARC IV",28109,"CASCO URBANO",+34917145100,NO DISPONIBLE,"NO DISPONIBLE","http://www.ford.es","LAURA GONZALEZ","","VENTA DE VEHICULOS A MOTOR. CONCESIONARIO OFICIAL","VENTA DE VEHICULOS A MOTOR",40.52516229,-3.64722834
"FORESTAL GARDEN","CL SEPULVEDA (DE) 15",28108,"POLIGONO INDUSTRIAL",+34916623357,+34916625495,"oregon@forestalgarden.com","http://www.forestalgarden.com","MARIA VICTORIA ALONSO","","FABRICACION, DISTRIBUCION Y ALQUILER DE SUMINISTROS A EMPRESAS","DISTRIBUCION DE MAQUINARIA AGRICOLA Y FORESTAL",40.52881372,-3.65337064
"FRANCOBORDO","CL SAN RAFAEL (DE) 8",28108,"POLIGONO INDUSTRIAL",+34916528858,NO DISPONIBLE,"info@francobordo.com","http://www.francobordo.com","MARTA CARRASCO","","VENTA DE VEHICULOS A MOTOR. CONCESIONARIO OFICIAL","VENTA DE ARTICULOS NAUTICOS Y DE PESCA  AL PUBLICO EN GENERAL",40.52525120,-3.65956935
"FRANCOMAR INVESTMENTS","AV BRUSELAS (DE) 26",28100,"ARROYO DE LA VEGA",+34638847784,NO DISPONIBLE,"jfornieles.francomar@gmail.com","NO DISPONIBLE","JESUS FORNIELES","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","CONSULTORIA",40.53079540,-3.64033205
"FRANKFURT'S STREET","CL EINSTEIN (DE) 6 BIS",28108,"POLIGONO INDUSTRIAL",+34914905623,NO DISPONIBLE,"info@frankfurtsmadrid.es","http://www.frankfurtsmadrid.es","EUGENIO GIL","","CHARCUTERIAS, JAMONERIAS Y SALCHICHERIAS","VENTA DE SALCHICHAS",40.53446548,-3.65386232
"FRINOXCLIMA","CL JOSE ECHEGARAY (DE) 16 EDIF. A1, PLANTA 2ª, LOCAL 7",28100,"PARQUE EMP. CASABLANCA",916636649  ,   639901223,+34916636649,"frinoxclima@hotmail.com","NO DISPONIBLE","AMELIO DUQUE OLMO","","FRIO INDUSTRIAL","INSTALACIONES FRIO, CALOR Y ACONDICIONAMIENTO DE AIRE",40.54209400,-3.65461052
"FUNDACION GRUPO NORTE","CL JOSE ECHEGARAY (DE) 4 Esq. Avda. Doctor Servero Ochoa, 42. EDF. B-6",28100,"PARQUE EMP. CASABLANCA",916610045 / 600501133,NO DISPONIBLE,"recepcion.alcobendas@grupo-norte.es","http://www.grupo-norte.es","ALBA ROMAN GASCON","","ORGANISMOS PUBLICOS, EMPRESAS MUNICIPALES. FUNDACIONES","SERVICIOS SOCIALES",40.54190758,-3.65466022
"FUNDICIONES TRIGUERO","CL JULIAN LOPEZ SILVA (DE) - S/N",28108,"POLIGONO INDUSTRIAL",+34916614392,+34916614447,"administracion@funtrisa.com","http://www.fundicionestriguero.com","J. MANUEL SANTIAGO","","MEDIOAMBIENTE. RECUPERACION Y RECICLADO","RECUPERACION Y RECICLADO DE ZINC",40.53512627,-3.64411004
"FWNWICK IRIBARREN ARCHITECTS","CR FUENCARRAL (DE) -M-603 KM. 3,8 - EDIF. 2 - PLANTA BAJA - LOCAL E CAMPUS EMPRESARIAL ARBEA",28108,"CAMPUS EMPRESARIAL ARBEA",915556836/53,+34915556853,"fi@fi-a.com","http://www.fenwickiribarren.com","SOPHIE RICHARDSON","","ESTUDIOS DE DELINEACION, ARQUITECTURA, LICENCIAS DE APERTURA, URBANISMO Y DISEÑO. INGENIERIAS, PROYECTOS","ARQUITECTURA",40.51888227,-3.65470622
"G.H.S.A.","CL VALPORTILLO I (DE) 3",28108,"POLIGONO INDUSTRIAL",+34916614600,+34916611958,"administracion@gonzalezhermanos.com","http://www.gonzalezhermanos.com","MIGUEL ANGEL MARTIN GONZALEZ","","TRATAMIENTO DEL METAL, CARPINTERIA METALICA, CERRAJERIA, PERSIANAS Y TOLDOS. SOLDADURAS","TRATAMIENTO Y RECUBRIMIENTO DE METALES",40.52996813,-3.65402203
"G.O.C.","CR FUENCARRAL (DE) 44 EDF. TRIBECA, 4ºA LOFT 13/16",28108,"POLIGONO INDUSTRIAL",+34914901675,+34916622325,"rrhh@gocsa.es","http://www.grupo-goc.com","OSCAR RODRIGUEZ","","ESTUDIOS DE DELINEACION, ARQUITECTURA, LICENCIAS DE APERTURA, URBANISMO Y DISEÑO. INGENIERIAS, PROYECTOS","INGENIERIA, CONSULTORIA Y SERVICIOS INTEGRADOS DE LA CONSTRUCCION",40.51888227,-3.65470622
"GA MUEBLES DE COCINA","CL FUEGO (DEL) 57 -LOCAL A",28100,"CASCO URBANO",+34916623360,+34916623360,"cgacocinas@hotmail.es","NO DISPONIBLE","ESTHER GONZALEZ COLLADO","","MUEBLES DE COCINA Y BAÑO","VENTA Y REFORMAS DE MUEBLES DE COCINA Y DE BAÑO",40.54542301,-3.63550067
"GALANGAS","CR BARAJAS (DE) - KM. 7",28100,"CASCO URBANO",+34915610572,NO DISPONIBLE,"galangas@galangas.net","NO DISPONIBLE","PILAR","","DISTRIBUCION DE GAS Y ELECTRICIDAD, ENERGIAS ALTERNATIVAS","DISTRIBUCION DE GAS (REPSOL BUTANO) E INSTALACIONES DE GAS Y CALEFACCION",40.53590504,-3.62200433
"GALLEGA DE ALIMENTACION,S.A.","CL VALPORTILLO I (DE) 12",28108,"POLIGONO INDUSTRIAL",+34914847950,+34914847959,"diana.sebastian@coren.es","http://www.coren.es","DIANA SEBASTIAN","","PRODUCCION Y DISTRIBUCION DE ALIMENTOS Y BEBIDAS","COMERCIO DE PRODUCTOS AVICOLAS",40.53116313,-3.65382902
"GALP ENERGIA","CL ANABEL SEGURA (DE) 16 - EDIF. VEGA NORTE 1,  PLTA. 3ª",28108,"ARROYO DE LA VEGA",+34917146700,+34917146787,"recepcionespana@galp.com","http://www.galpenergia.com","MARIA SOLEDAD HERNANDEZ","","ESTACIONES DE SERVICIO Y EMPRESAS AUXILIARES","COMERCIALIZACION DE LUBRICANTES, LUZ, GAS, GASOIL",40.53274067,-3.62778864
"GAME TV","AV DOCTOR SEVERO OCHOA (DEL) 36 2º A",28100,"PARQUE EMP. CASABLANCA",+34913767357,NO DISPONIBLE,"paula@gametv.es","http://www.gametv.es","PAULA PEREZ","","PUBLICIDAD, MARKETING, SONIDO, CINE, TV, FERIAS, EVENTOS  Y CONGRESOS","AGENCIA AUDIOVISUAL",40.54326323,-3.65244556
"GARANTIPLUS","AV INDUSTRIA (DE LA) 4 - EDF. 1   ESCALERA 2, 1º",28108,"POLIGONO INDUSTRIAL",+34917372928,NO DISPONIBLE,"info@garantiplus.es","http://www.garantiplus.es","AITANA DE LA COBA","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","COMERCIALIZACION DE GARANTIAS MECANICAS VEHICULOS",40.53543008,-3.64232167
"GARMIKO FOODS","CL FRANCISCO GERVAS (DE) 7",28108,"POLIGONO INDUSTRIAL",+34916522112,NO DISPONIBLE,"jmcalvo@hanagroup.es","http://www.garmikofoods.es","JOSE MARIA CALVO","","DISTRIBUCION DE DIVERSOS PRODUCTOS DE CONSUMO","DISTRIBUCION ALIMENTACION SECTOR ASIATICO",40.53253010,-3.65202605
"GEBLASA, S.A.","CR FUENCARRAL (DE) 24 -PORTAL 2, 1º PLANTA, PUERTA 1-3, EDF. EUROPA I",28108,"POLIGONO INDUSTRIAL",+34914589790,NO DISPONIBLE,"p.pontes@helm.es","http://www.helm.es","PILAR PONTES","","SECTOR QUIMICO","DISTRIBUCION PRODUCTOS QUIMICOS",40.51888227,-3.65470622
"GEDIL","CL VALGRANDE (DE) 14 - NAVE 8- 9",28108,"POLIGONO INDUSTRIAL",+34916611830,916615604 / 916620412,"ventas@megamanelectrica.com","http://www.megamanelectrica.com","Mª ANGELES D. SALAZAR","","ELECTRICIDAD, ELECTRONICA, AUDIO Y TELECOMUNICACIONES","IMPORTACION Y DISTRIBUCION DE LAMPARAS",40.53873938,-3.65007217
"GENETSIS PARTNERS","CL FRANCISCA DELGADO (DE) 11 - 2ª PLANTA",28108,"ARROYO DE LA VEGA",+34916574120,NO DISPONIBLE,"comunicacion@genetsis.com","http://www.genetsis.com","OLGA ARAGONES","","PUBLICIDAD, MARKETING, SONIDO, CINE, TV, FERIAS, EVENTOS  Y CONGRESOS","MARKETING ONLINE Y TELECOMUNICACIONES",40.53322371,-3.63048990
"GES GENERICOS ESPAÑOLES","AV DOCTOR SEVERO OCHOA (DEL) 37 - LOCAL 4H",28100,"PARQUE EMP. CASABLANCA",916574179/917104007,NO DISPONIBLE,"NO DISPONIBLE","http://www.altanpharma.eu","JUAN RAMON DOMINGUEZ","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","ALMACEN Y DISTRIBUCION DE PRODUCTOS FARMACEUTICOS",40.54136786,-3.65322389
"GESTAIR","CL ANABEL SEGURA (DE) 11 EF ALBATROS A 2ºC",28108,"ARROYO DE LA VEGA",902100466 - 916259900,+34913291538,"rrhh@gestair.com","http://www.gestair.com","ANA LÓPEZ","","SERVICIOS DE TRANSPORTES, ALQUILER DE VEHICULOS Y GRUAS,  MENSAJERIA. MUDANZAS","AVIACION PRIVADA",40.53329719,-3.62708410
"GESTINGOVE","AV INDUSTRIA (DE LA) 37 -39  PLANTA 1ª, Nº 5",28108,"POLIGONO INDUSTRIAL",+34916613072,NO TIENEN,"info@gestingove.com","http://www.gestingove.com","JOSE LUIS GOMEZ FERNANDEZ","","INMOBILIARIAS Y CONSTRUCTORAS","CONSTRUCTORA PROMOTORA",40.53389907,-3.65273873
"GESTINSA","CR FUENCARRAL (DE) 44 - EDIFICIO 4B, PLANTA 2ª, LOCAL 17",28108,"POLIGONO INDUSTRIAL",+34916294064,NO DISPONIBLE,"gestinsa.ni@gmail.com","NO DISPONIBLE","NOELIA BADILLO/ RAQUEL ZURITA","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","GESTION INMOBILIARIA",40.51888227,-3.65470622
"GESTION INTEGRAL PARA EL DESARROLLO DE UN TERRITORIO SOSTENIBLE. GIDTS","CL MARQUES DE LA VALDAVIA (D 94",28100,"CASCO URBANO",+34606373947,NO DISPONIBLE,"fegiraldo@yahoo.es","NO DISPONIBLE","FERNANDO GIRALDO GUTIERREZ DEL OLMO","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","CONSULTORIA TURISMO ACTIVO Y DE NATURALEZA GIS Y DESARROLLO LOCAL",40.54630295,-3.64613688
"GESTORIA G & M","CL CODO (DEL) 14 -2º D",28100,"CASCO URBANO",+34679519521,NO DISPONIBLE,"luisgonz72@hotmail.com","NO DISPONIBLE","LUIS HECTOR GONZALEZ RODRIGUEZ","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","GESTORIA",40.53964565,-3.63384947
"GETTING BETTER","CL FRANCISCO BAENA VALDEMORO 3 2ºC",28100,"CASCO URBANO",+34916591420,+34916591420,"iroda@gbetter.com","http://www.gettingbetter.com","ISABEL RODA GARCIA","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","PROGRAMAS DE INTERVENCION SOCIAL ESPECIALIZADOS EN IGUALDAD, CONCILIACION  Y VIOLENCIA DE GENERO",40.54429348,-3.63571647
"GIGAS","CR FUENCARRAL (DE) 44 - EDIFICIO 1, 1ª PLANTA",28108,"POLIGONO INDUSTRIAL",+34917696000,NO DISPONIBLE,"cristina.trigo@gigas.com","http://www.gigas.com","CRISTIAN GARCIA MORA","","INFORMATICA","PROGRAMACION INFORMATICA",40.51888227,-3.65470622
"GINKGO LANDSCAPE","CL HIEDRA (DE LA) 394",28109,"CASCO URBANO",+34685430835,NO DISPONIBLE,"rosa@ginkgolandscape.com","http://www.ginkgolandscape.com","ROSA MARIA CEÑO ELIE","","JARDINERIA-VIVEROS","CREACION DE JARDINES, PAISAJISMO",40.52476744,-3.64200194
"GIRBAU","CL REYES CATOLICOS (DE LOS) 6 NAVE 107",28108,"POLIGONO INDUSTRIAL",+34917131380,NO DISPONIBLE,"madrid@girbau.com","http://www.girbau.com","JAVIER ALONSO","","FABRICACION, DISTRIBUCION Y ALQUILER DE SUMINISTROS A EMPRESAS","FABRICANTES DE MAQUINARIA PARA LAVANDERIA",40.53652585,-3.65212849
"GLA","AV INDUSTRIA (DE LA) 13 PLANTA 2 OFICINA 1",28108,"POLIGONO INDUSTRIAL",+34916531111,+34916537222,"info@gla-gestion.com","http://www.gla.es","DANIEL CANO LOPEZ","","SERVICIOS DE TRANSPORTES, ALQUILER DE VEHICULOS Y GRUAS,  MENSAJERIA. MUDANZAS","GESTION Y LOGISTICA DE VEHICULOS DE RENTING",40.53516074,-3.64723116
"GMC INGENIERIA","CL REYES CATOLICOS (DE LOS) 6 - NAVE 108 PARA EMPRESARIAL GRUPO GEO",28108,"POLIGONO INDUSTRIAL",914901305 / 620506418,+34914901306,"gmc@gmcingenieria.com","http://www.gmcingenieria.com","NEGIA MARIA MILIAN RODRIGUEZ","","ESTUDIOS DE DELINEACION, ARQUITECTURA, LICENCIAS DE APERTURA, URBANISMO Y DISEÑO. INGENIERIAS, PROYECTOS","PROSPECCIONES, ESTUDIOS GEOLOGICOS Y PROYECTOS",40.53652585,-3.65212849
"GO CAR EXPRESS","CL VALGRANDE (DE) 3",28108,"POLIGONO INDUSTRIAL",+34918616752,NO DISPONIBLE,"gocarexpress@yahoo.es","http://www.tallerator.es/go-car-express-dt-23376","NO DISPONIBLE","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","TALLER MECANICO",40.53560237,-3.64828037
"GOCCO CONFEC SA","CL CALENDULA (DE LA) 93 -EDIFICIO H 1º PLANTA- MINIPARK III SOTO MORALEJA",28109,"MINI-PARC",+34917280430,+34917293988,"esanchez@gocco.com","http://www.gocco.es","ELIAS SANCHEZ","","SECTOR TEXTIL","OFICINA Y ALMACEN DE ROPA INFANTIL",40.52774217,-3.64515090
